samID,ItemID,DataID,N_RivID,N_SiteID,Continent,Country,Primer,Year,Month,SR,ID,SeqID,nASVs_B,nASVs_C,nASVs_E,nASVs_G,nSpes_B,nSpes_C,nSpes_E,nSpes_G
I145_S108,I145,D050,NR082,S108,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S109,I145,D050,NR082,S109,North_America,US,Am12S,2018,7,1,D050_RS034,RS034,27,27,27,29,11,11,11,11
I145_S110,I145,D050,NR082,S110,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S111,I145,D050,NR082,S111,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S112,I145,D050,NR082,S112,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S113,I145,D050,NR082,S113,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S114,I145,D050,NR082,S114,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S115,I145,D050,NR082,S115,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S116,I145,D050,NR082,S116,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S117,I145,D050,NR082,S117,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S118,I145,D050,NR082,S118,North_America,US,Am12S,2018,7,0,D050_RS034,RS034,29,29,29,37,18,18,18,20
I145_S119,I145,D050,NR082,S119,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S120,I145,D050,NR082,S120,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S121,I145,D050,NR082,S121,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S122,I145,D050,NR082,S122,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S123,I145,D050,NR082,S123,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S124,I145,D050,NR082,S124,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S125,I145,D050,NR082,S125,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S126,I145,D050,NR082,S126,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S127,I145,D050,NR082,S127,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S128,I145,D050,NR082,S128,North_America,US,Am12S,2018,7,1,D050_RS034,RS034,25,25,25,28,14,14,14,15
I145_S129,I145,D050,NR082,S129,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S130,I145,D050,NR082,S130,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S131,I145,D050,NR082,S131,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S132,I145,D050,NR082,S132,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S133,I145,D050,NR082,S133,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S134,I145,D050,NR082,S134,North_America,US,Am12S,2018,7,0,D050_RS034,RS034,28,28,28,36,13,13,13,17
I145_S135,I145,D050,NR082,S135,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S136,I145,D050,NR082,S136,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S137,I145,D050,NR082,S137,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S138,I145,D050,NR082,S138,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S139,I145,D050,NR082,S139,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I145_S140,I145,D050,NR082,S140,North_America,US,Am12S,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I146_S001,I146,D050,NR082,S001,North_America,US,Ac16S,2018,8,9,D050_RS037,RS037,7,7,7,7,3,3,3,3
I146_S002,I146,D050,NR082,S002,North_America,US,Ac16S,2018,8,11,D050_RS037,RS037,10,10,10,10,5,5,5,5
I146_S003,I146,D050,NR082,S003,North_America,US,Ac16S,2018,8,9,D050_RS037,RS037,8,8,8,8,2,2,2,2
I146_S004,I146,D050,NR082,S004,North_America,US,Ac16S,2018,8,7,D050_RS037,RS037,14,14,14,16,8,8,8,10
I146_S005,I146,D050,NR082,S005,North_America,US,Ac16S,2018,8,6,D050_RS037,RS037,13,13,13,13,8,8,8,8
I146_S006,I146,D050,NR082,S006,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,27,27,27,32,7,7,7,10
I146_S007,I146,D050,NR082,S007,North_America,US,Ac16S,2018,8,3,D050_RS037,RS037,13,13,14,29,8,8,9,11
I146_S008,I146,D050,NR082,S008,North_America,US,Ac16S,2018,8,9,D050_RS037,RS037,21,21,21,27,8,8,8,9
I146_S009,I146,D050,NR082,S009,North_America,US,Ac16S,2018,8,12,D050_RS037,RS037,2,2,2,2,2,2,2,2
I146_S010,I146,D050,NR082,S010,North_America,US,Ac16S,2018,8,5,D050_RS037,RS037,16,16,16,18,8,8,8,10
I146_S011,I146,D050,NR082,S011,North_America,US,Ac16S,2018,8,9,D050_RS037,RS037,10,10,10,10,3,3,3,3
I146_S012,I146,D050,NR082,S012,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,33,33,33,40,15,15,15,18
I146_S013,I146,D050,NR082,S013,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,4,4,4,4,3,3,3,3
I146_S014,I146,D050,NR082,S014,North_America,US,Ac16S,2018,8,12,D050_RS037,RS037,8,8,8,9,5,5,5,6
I146_S015,I146,D050,NR082,S015,North_America,US,Ac16S,2018,8,9,D050_RS037,RS037,1,1,1,4,1,1,1,3
I146_S016,I146,D050,NR082,S016,North_America,US,Ac16S,2018,8,5,D050_RS037,RS037,17,17,17,25,5,5,5,8
I146_S017,I146,D050,NR082,S017,North_America,US,Ac16S,2018,8,14,D050_RS037,RS037,19,19,19,20,7,7,7,8
I146_S018,I146,D050,NR082,S018,North_America,US,Ac16S,2018,8,8,D050_RS037,RS037,17,17,17,18,6,6,6,6
I146_S019,I146,D050,NR082,S019,North_America,US,Ac16S,2018,8,4,D050_RS037,RS037,23,23,23,23,8,8,8,8
I146_S020,I146,D050,NR082,S020,North_America,US,Ac16S,2018,8,9,D050_RS037,RS037,9,9,9,9,5,5,5,5
I146_S021,I146,D050,NR082,S021,North_America,US,Ac16S,2018,8,8,D050_RS037,RS037,13,13,13,14,9,9,9,10
I146_S022,I146,D050,NR082,S022,North_America,US,Ac16S,2018,8,4,D050_RS037,RS037,12,12,12,13,8,8,8,9
I146_S023,I146,D050,NR082,S023,North_America,US,Ac16S,2018,8,11,D050_RS037,RS037,34,34,34,37,14,14,14,16
I146_S024,I146,D050,NR082,S024,North_America,US,Ac16S,2018,8,11,D050_RS037,RS037,34,34,34,36,13,13,13,15
I146_S025,I146,D050,NR082,S025,North_America,US,Ac16S,2018,8,NA,D050_RS037,RS037,19,19,19,22,7,7,7,8
I146_S026,I146,D050,NR082,S026,North_America,US,Ac16S,2018,8,4,D050_RS037,RS037,25,25,25,27,9,9,9,10
I146_S027,I146,D050,NR082,S027,North_America,US,Ac16S,2018,8,NA,D050_RS037,RS037,15,15,15,23,11,11,11,15
I146_S028,I146,D050,NR082,S028,North_America,US,Ac16S,2018,8,12,D050_RS037,RS037,14,14,14,15,7,7,7,8
I146_S029,I146,D050,NR082,S029,North_America,US,Ac16S,2018,8,12,D050_RS037,RS037,12,12,12,12,8,8,8,8
I146_S030,I146,D050,NR082,S030,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,30,30,30,35,13,13,13,17
I146_S031,I146,D050,NR082,S031,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,30,30,30,36,11,11,11,14
I146_S032,I146,D050,NR082,S032,North_America,US,Ac16S,2018,8,14,D050_RS037,RS037,6,6,6,6,5,5,5,5
I146_S033,I146,D050,NR082,S033,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,21,21,21,22,8,8,8,9
I146_S034,I146,D050,NR082,S034,North_America,US,Ac16S,2018,8,6,D050_RS037,RS037,41,41,41,42,9,9,9,10
I146_S035,I146,D050,NR082,S035,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,41,41,41,43,13,13,13,15
I146_S036,I146,D050,NR082,S036,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,31,31,31,34,13,13,13,15
I146_S037,I146,D050,NR082,S037,North_America,US,Ac16S,2018,8,12,D050_RS037,RS037,36,36,36,40,12,12,12,14
I146_S038,I146,D050,NR082,S038,North_America,US,Ac16S,2018,8,6,D050_RS037,RS037,7,7,7,10,3,3,3,4
I146_S039,I146,D050,NR082,S039,North_America,US,Ac16S,2018,8,3,D050_RS037,RS037,22,22,22,27,14,14,14,18
I146_S040,I146,D050,NR082,S040,North_America,US,Ac16S,2018,8,3,D050_RS037,RS037,6,6,6,6,2,2,2,2
I146_S041,I146,D050,NR082,S041,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,10,10,10,14,5,5,5,6
I146_S042,I146,D050,NR082,S042,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,12,12,12,12,5,5,5,5
I146_S043,I146,D050,NR082,S043,North_America,US,Ac16S,2018,8,7,D050_RS037,RS037,15,15,15,17,6,6,6,8
I146_S044,I146,D050,NR082,S044,North_America,US,Ac16S,2018,8,13,D050_RS037,RS037,16,16,16,17,10,10,10,11
I146_S045,I146,D050,NR082,S045,North_America,US,Ac16S,2018,8,9,D050_RS037,RS037,13,13,13,13,9,9,9,9
I146_S046,I146,D050,NR082,S046,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,16,16,16,16,7,7,7,7
I146_S047,I146,D050,NR082,S047,North_America,US,Ac16S,2018,8,7,D050_RS037,RS037,6,6,6,7,3,3,3,4
I146_S048,I146,D050,NR082,S048,North_America,US,Ac16S,2018,8,4,D050_RS037,RS037,20,20,20,21,5,5,5,6
I146_S049,I146,D050,NR082,S049,North_America,US,Ac16S,2018,8,9,D050_RS037,RS037,17,17,17,18,8,8,8,9
I146_S050,I146,D050,NR082,S050,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,21,21,21,25,8,8,8,10
I146_S051,I146,D050,NR082,S051,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,12,12,12,15,9,9,9,11
I146_S052,I146,D050,NR082,S052,North_America,US,Ac16S,2018,8,10,D050_RS037,RS037,15,15,15,16,7,7,7,8
I146_S053,I146,D050,NR082,S053,North_America,US,Ac16S,2018,8,14,D050_RS037,RS037,63,63,63,68,16,16,16,20
I146_S054,I146,D050,NR082,S054,North_America,US,Ac16S,2018,8,7,D050_RS037,RS037,31,31,32,38,16,16,17,19
I146_S055,I146,D050,NR082,S055,North_America,US,Ac16S,2018,8,7,D050_RS037,RS037,27,27,27,29,8,8,8,10
I146_S056,I146,D050,NR082,S056,North_America,US,Ac16S,2018,8,8,D050_RS037,RS037,12,12,12,13,6,6,6,7
I146_S057,I146,D050,NR082,S057,North_America,US,Ac16S,2018,8,13,D050_RS037,RS037,18,18,18,19,9,9,9,10
I146_S058,I146,D050,NR082,S058,North_America,US,Ac16S,2018,8,9,D050_RS037,RS037,14,14,14,14,6,6,6,6
I146_S059,I146,D050,NR082,S059,North_America,US,Ac16S,2018,8,8,D050_RS037,RS037,9,9,9,10,4,4,4,5
I146_S060,I146,D050,NR082,S060,North_America,US,Ac16S,2018,8,13,D050_RS037,RS037,7,7,7,9,5,5,5,7
I147_S001,I147,D050,NR082,S001,North_America,US,Am12S,2018,8,6,D050_RS034,RS034,17,17,17,17,7,7,7,7
I147_S002,I147,D050,NR082,S002,North_America,US,Am12S,2018,8,7,D050_RS034,RS034,11,11,11,11,9,9,9,9
I147_S003,I147,D050,NR082,S003,North_America,US,Am12S,2018,8,10,D050_RS034,RS034,20,20,20,27,9,9,9,10
I147_S004,I147,D050,NR082,S004,North_America,US,Am12S,2018,8,6,D050_RS034,RS034,25,25,25,26,11,11,11,11
I147_S005,I147,D050,NR082,S005,North_America,US,Am12S,2018,8,13,D050_RS034,RS034,32,32,32,36,17,17,17,19
I147_S006,I147,D050,NR082,S006,North_America,US,Am12S,2018,8,6,D050_RS034,RS034,12,12,12,13,5,5,5,5
I147_S007,I147,D050,NR082,S007,North_America,US,Am12S,2018,8,5,D050_RS034,RS034,17,17,17,18,9,9,9,9
I147_S008,I147,D050,NR082,S008,North_America,US,Am12S,2018,8,8,D050_RS034,RS034,20,20,20,23,5,5,5,6
I147_S009,I147,D050,NR082,S009,North_America,US,Am12S,2018,8,13,D050_RS034,RS034,32,32,32,33,14,14,14,14
I147_S010,I147,D050,NR082,S010,North_America,US,Am12S,2018,8,5,D050_RS034,RS034,21,21,21,22,4,4,4,4
I147_S011,I147,D050,NR082,S011,North_America,US,Am12S,2018,8,9,D050_RS034,RS034,16,16,16,19,9,9,9,10
I147_S012,I147,D050,NR082,S012,North_America,US,Am12S,2018,8,11,D050_RS034,RS034,27,27,27,34,12,12,12,16
I147_S013,I147,D050,NR082,S013,North_America,US,Am12S,2018,8,12,D050_RS034,RS034,24,24,24,27,11,11,11,12
I147_S014,I147,D050,NR082,S014,North_America,US,Am12S,2018,8,12,D050_RS034,RS034,20,20,20,23,10,10,10,12
I147_S015,I147,D050,NR082,S015,North_America,US,Am12S,2018,8,11,D050_RS034,RS034,17,17,17,21,9,9,9,11
I147_S016,I147,D050,NR082,S016,North_America,US,Am12S,2018,8,8,D050_RS034,RS034,21,21,21,26,9,9,9,12
I147_S017,I147,D050,NR082,S017,North_America,US,Am12S,2018,8,12,D050_RS034,RS034,32,32,32,37,12,12,12,13
I147_S018,I147,D050,NR082,S018,North_America,US,Am12S,2018,8,10,D050_RS034,RS034,29,29,29,31,10,10,10,11
I147_S019,I147,D050,NR082,S019,North_America,US,Am12S,2018,8,3,D050_RS034,RS034,7,7,7,8,5,5,5,5
I147_S020,I147,D050,NR082,S020,North_America,US,Am12S,2018,8,16,D050_RS034,RS034,33,33,33,39,21,21,21,24
I147_S021,I147,D050,NR082,S021,North_America,US,Am12S,2018,8,14,D050_RS034,RS034,28,28,28,35,13,13,13,15
I147_S022,I147,D050,NR082,S022,North_America,US,Am12S,2018,8,8,D050_RS034,RS034,17,17,17,21,11,11,11,12
I147_S023,I147,D050,NR082,S023,North_America,US,Am12S,2018,8,6,D050_RS034,RS034,19,19,19,21,10,10,10,11
I147_S024,I147,D050,NR082,S024,North_America,US,Am12S,2018,8,10,D050_RS034,RS034,32,32,32,38,13,13,13,16
I147_S025,I147,D050,NR082,S025,North_America,US,Am12S,2018,8,NA,D050_RS034,RS034,25,25,25,29,12,12,12,14
I147_S026,I147,D050,NR082,S026,North_America,US,Am12S,2018,8,5,D050_RS034,RS034,27,27,27,28,9,9,9,9
I147_S027,I147,D050,NR082,S027,North_America,US,Am12S,2018,8,NA,D050_RS034,RS034,7,7,7,9,4,4,4,4
I147_S028,I147,D050,NR082,S028,North_America,US,Am12S,2018,8,12,D050_RS034,RS034,21,21,21,24,8,8,8,8
I147_S029,I147,D050,NR082,S029,North_America,US,Am12S,2018,8,12,D050_RS034,RS034,26,26,26,27,15,15,15,15
I147_S030,I147,D050,NR082,S030,North_America,US,Am12S,2018,8,10,D050_RS034,RS034,28,28,28,38,14,14,14,20
I147_S031,I147,D050,NR082,S031,North_America,US,Am12S,2018,8,5,D050_RS034,RS034,11,11,11,12,7,7,7,8
I147_S032,I147,D050,NR082,S032,North_America,US,Am12S,2018,8,9,D050_RS034,RS034,21,21,21,26,9,9,9,11
I147_S033,I147,D050,NR082,S033,North_America,US,Am12S,2018,8,14,D050_RS034,RS034,34,35,35,42,12,13,13,15
I147_S034,I147,D050,NR082,S034,North_America,US,Am12S,2018,8,8,D050_RS034,RS034,24,24,24,24,10,10,10,10
I147_S035,I147,D050,NR082,S035,North_America,US,Am12S,2018,8,9,D050_RS034,RS034,22,22,22,24,12,12,12,14
I147_S036,I147,D050,NR082,S036,North_America,US,Am12S,2018,8,11,D050_RS034,RS034,29,29,29,34,10,10,10,11
I147_S037,I147,D050,NR082,S037,North_America,US,Am12S,2018,8,9,D050_RS034,RS034,23,23,23,23,7,7,7,7
I147_S038,I147,D050,NR082,S038,North_America,US,Am12S,2018,8,8,D050_RS034,RS034,21,21,21,22,10,10,10,11
I147_S039,I147,D050,NR082,S039,North_America,US,Am12S,2018,8,12,D050_RS034,RS034,33,33,33,38,17,17,17,20
I147_S040,I147,D050,NR082,S040,North_America,US,Am12S,2018,8,9,D050_RS034,RS034,26,26,26,28,11,11,11,12
I147_S041,I147,D050,NR082,S041,North_America,US,Am12S,2018,8,7,D050_RS034,RS034,27,27,27,28,8,8,8,8
I147_S042,I147,D050,NR082,S042,North_America,US,Am12S,2018,8,13,D050_RS034,RS034,26,26,26,28,12,12,12,12
I147_S043,I147,D050,NR082,S043,North_America,US,Am12S,2018,8,12,D050_RS034,RS034,30,30,30,37,14,14,14,17
I147_S044,I147,D050,NR082,S044,North_America,US,Am12S,2018,8,10,D050_RS034,RS034,25,25,25,33,11,11,11,16
I147_S045,I147,D050,NR082,S045,North_America,US,Am12S,2018,8,15,D050_RS034,RS034,24,24,24,30,18,18,18,21
I147_S046,I147,D050,NR082,S046,North_America,US,Am12S,2018,8,14,D050_RS034,RS034,25,25,25,30,13,13,13,15
I147_S047,I147,D050,NR082,S047,North_America,US,Am12S,2018,8,8,D050_RS034,RS034,19,19,19,27,12,12,12,16
I147_S048,I147,D050,NR082,S048,North_America,US,Am12S,2018,8,5,D050_RS034,RS034,10,10,10,12,9,9,9,9
I147_S049,I147,D050,NR082,S049,North_America,US,Am12S,2018,8,12,D050_RS034,RS034,19,19,19,21,13,13,13,14
I147_S050,I147,D050,NR082,S050,North_America,US,Am12S,2018,8,8,D050_RS034,RS034,28,28,28,31,11,11,11,12
I147_S051,I147,D050,NR082,S051,North_America,US,Am12S,2018,8,14,D050_RS034,RS034,33,33,33,38,15,15,15,18
I147_S052,I147,D050,NR082,S052,North_America,US,Am12S,2018,8,10,D050_RS034,RS034,17,17,17,21,9,9,9,12
I147_S053,I147,D050,NR082,S053,North_America,US,Am12S,2018,8,10,D050_RS034,RS034,24,24,24,31,10,10,10,14
I147_S054,I147,D050,NR082,S054,North_America,US,Am12S,2018,8,11,D050_RS034,RS034,20,20,20,25,13,13,13,17
I147_S055,I147,D050,NR082,S055,North_America,US,Am12S,2018,8,8,D050_RS034,RS034,23,23,23,25,9,9,9,10
I147_S056,I147,D050,NR082,S056,North_America,US,Am12S,2018,8,10,D050_RS034,RS034,29,29,29,33,11,11,11,13
I147_S057,I147,D050,NR082,S057,North_America,US,Am12S,2018,8,12,D050_RS034,RS034,32,32,32,38,11,11,11,15
I147_S058,I147,D050,NR082,S058,North_America,US,Am12S,2018,8,10,D050_RS034,RS034,26,26,26,31,12,12,12,14
I147_S059,I147,D050,NR082,S059,North_America,US,Am12S,2018,8,9,D050_RS034,RS034,20,20,20,25,12,12,12,15
I147_S060,I147,D050,NR082,S060,North_America,US,Am12S,2018,8,13,D050_RS034,RS034,24,24,24,28,14,14,14,17
I148_S001,I148,D051,NR068,S001,Europe,Germany,Tele02,2020,9,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I148_S002,I148,D051,NR068,S002,Europe,Germany,Tele02,2020,9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I148_S003,I148,D051,NR068,S003,Europe,Germany,Tele02,2020,9,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I148_S004,I148,D051,NR068,S004,Europe,Germany,Tele02,2020,9,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I148_S005,I148,D051,NR068,S005,Europe,Germany,Tele02,2020,9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I148_S006,I148,D051,NR068,S006,Europe,Germany,Tele02,2020,9,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I148_S007,I148,D051,NR068,S007,Europe,Germany,Tele02,2020,9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I148_S008,I148,D051,NR068,S008,Europe,Germany,Tele02,2020,9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I148_S009,I148,D051,NR068,S009,Europe,Germany,Tele02,2020,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I148_S010,I148,D051,NR068,S010,Europe,Germany,Tele02,2020,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I149_S001,I149,D051,NR068,S001,Europe,Germany,Tele02,2021,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I149_S002,I149,D051,NR068,S002,Europe,Germany,Tele02,2021,3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I149_S003,I149,D051,NR068,S003,Europe,Germany,Tele02,2021,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I149_S004,I149,D051,NR068,S004,Europe,Germany,Tele02,2021,3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I149_S005,I149,D051,NR068,S005,Europe,Germany,Tele02,2021,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I149_S006,I149,D051,NR068,S006,Europe,Germany,Tele02,2021,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I149_S007,I149,D051,NR068,S007,Europe,Germany,Tele02,2021,3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I149_S008,I149,D051,NR068,S008,Europe,Germany,Tele02,2021,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I149_S009,I149,D051,NR068,S009,Europe,Germany,Tele02,2021,3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I149_S010,I149,D051,NR068,S010,Europe,Germany,Tele02,2021,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I150_S001,I150,D052,NR069,S001,Europe,Switzerland,MiFish,2019,9,18,D052_RS010,RS010,6,6,6,9,6,6,6,7
I150_S002,I150,D052,NR069,S002,Europe,Switzerland,MiFish,2019,9,18,D052_RS010,RS010,4,4,5,7,4,4,5,7
I150_S003,I150,D052,NR069,S003,Europe,Switzerland,MiFish,2019,9,28,D052_RS010,RS010,3,3,3,3,3,3,3,3
I150_S004,I150,D052,NR069,S004,Europe,Switzerland,MiFish,2019,9,28,D052_RS010,RS010,10,10,10,13,4,4,4,5
I150_S005,I150,D052,NR069,S005,Europe,Switzerland,MiFish,2019,9,28,D052_RS010,RS010,15,15,15,19,10,10,10,14
I150_S006,I150,D052,NR069,S006,Europe,Switzerland,MiFish,2019,9,19,D052_RS010,RS010,7,7,7,9,1,1,1,2
I150_S007,I150,D052,NR069,S007,Europe,Switzerland,MiFish,2019,9,21,D052_RS010,RS010,9,9,9,15,6,6,6,8
I150_S008,I150,D052,NR069,S008,Europe,Switzerland,MiFish,2019,9,18,D052_RS010,RS010,5,5,5,8,1,1,1,2
I150_S009,I150,D052,NR069,S009,Europe,Switzerland,MiFish,2019,9,16,D052_RS010,RS010,11,11,11,12,4,4,4,5
I150_S010,I150,D052,NR069,S010,Europe,Switzerland,MiFish,2019,9,18,D052_RS010,RS010,13,13,13,15,4,4,4,5
I150_S011,I150,D052,NR069,S011,Europe,Switzerland,MiFish,2019,9,26,D052_RS010,RS010,13,13,13,15,7,7,7,9
I150_S012,I150,D052,NR069,S012,Europe,Switzerland,MiFish,2019,9,17,D052_RS010,RS010,1,1,1,3,1,1,1,3
I151_S001,I151,D052,NR070,S001,Europe,Switzerland,MiFish,2019,9,25,D052_RS010,RS010,9,9,9,13,5,5,5,7
I151_S002,I151,D052,NR070,S002,Europe,Switzerland,MiFish,2019,9,23,D052_RS010,RS010,8,8,8,8,6,6,6,6
I151_S003,I151,D052,NR070,S003,Europe,Switzerland,MiFish,2019,9,32,D052_RS010,RS010,7,7,7,9,7,7,7,9
I151_S004,I151,D052,NR070,S004,Europe,Switzerland,MiFish,2019,9,28,D052_RS010,RS010,11,11,11,14,9,9,9,12
I151_S005,I151,D052,NR070,S005,Europe,Switzerland,MiFish,2019,9,18,D052_RS010,RS010,5,5,5,8,5,5,5,6
I151_S006,I151,D052,NR070,S006,Europe,Switzerland,MiFish,2019,9,32,D052_RS010,RS010,17,17,17,22,10,10,10,14
I151_S007,I151,D052,NR070,S007,Europe,Switzerland,MiFish,2019,9,19,D052_RS010,RS010,9,9,9,15,6,6,6,9
I151_S008,I151,D052,NR070,S008,Europe,Switzerland,MiFish,2019,9,28,D052_RS010,RS010,15,15,15,16,10,10,10,11
I151_S009,I151,D052,NR070,S009,Europe,Switzerland,MiFish,2019,9,17,D052_RS010,RS010,6,6,6,6,2,2,2,2
I151_S010,I151,D052,NR070,S010,Europe,Switzerland,MiFish,2019,9,24,D052_RS010,RS010,11,11,11,16,7,7,7,11
I151_S011,I151,D052,NR070,S011,Europe,Switzerland,MiFish,2019,9,20,D052_RS010,RS010,6,6,6,9,6,6,6,9
I151_S012,I151,D052,NR070,S012,Europe,Switzerland,MiFish,2019,9,20,D052_RS010,RS010,8,8,8,12,4,4,4,5
I151_S013,I151,D052,NR070,S013,Europe,Switzerland,MiFish,2019,9,25,D052_RS010,RS010,10,10,10,12,5,5,5,6
I151_S014,I151,D052,NR070,S014,Europe,Switzerland,MiFish,2019,9,24,D052_RS010,RS010,4,4,4,4,3,3,3,3
I151_S015,I151,D052,NR070,S015,Europe,Switzerland,MiFish,2019,9,18,D052_RS010,RS010,7,7,7,11,4,4,4,6
I151_S016,I151,D052,NR070,S016,Europe,Switzerland,MiFish,2019,9,28,D052_RS010,RS010,10,10,10,14,8,8,8,11
I151_S017,I151,D052,NR070,S017,Europe,Switzerland,MiFish,2019,9,22,D052_RS010,RS010,7,7,7,14,3,3,3,6
I151_S018,I151,D052,NR070,S018,Europe,Switzerland,MiFish,2019,9,22,D052_RS010,RS010,8,8,8,15,4,4,4,6
I151_S019,I151,D052,NR070,S019,Europe,Switzerland,MiFish,2019,9,24,D052_RS010,RS010,9,9,9,13,6,6,6,10
I151_S020,I151,D052,NR070,S020,Europe,Switzerland,MiFish,2019,9,25,D052_RS010,RS010,12,12,12,16,6,6,6,10
I151_S021,I151,D052,NR070,S021,Europe,Switzerland,MiFish,2019,9,13,D052_RS010,RS010,6,6,6,8,3,3,3,5
I151_S022,I151,D052,NR070,S022,Europe,Switzerland,MiFish,2019,9,25,D052_RS010,RS010,14,14,14,17,7,7,7,10
I151_S023,I151,D052,NR070,S023,Europe,Switzerland,MiFish,2019,9,21,D052_RS010,RS010,10,10,10,17,5,5,5,9
I151_S024,I151,D052,NR070,S024,Europe,Switzerland,MiFish,2019,9,24,D052_RS010,RS010,17,17,17,21,10,10,10,13
I151_S025,I151,D052,NR070,S025,Europe,Switzerland,MiFish,2019,9,26,D052_RS010,RS010,12,12,12,14,11,11,11,13
